Name,Ratings(Reliability),Durability,Power,Control,Feel,Comfort,Spin,Tension Stability,Overall,Performance-Price Ratio
Unique Premium Tourna Poly 18,1,42,14,28,42,42,42,28,28,5.71
Donnay X-Copoly 17,1,42,14,14,14,42,42,14,8,0.79
Donnay X-Syncore 16,1,42,14,42,42,42,42,14,4,0.75
Donnay X-Micron 17,1,42,14,14,28,28,42,14,14,1.43
Donnay X-Hybrid 17/16,1,42,14,14,14,14,42,14,10,1.56
Cordatec Teamline X3 1.25,1,14,28,14,28,28,14,42,18,
Blindtest String17B 1.30,1,14,14,14,14,14,14,42,8,
Yonex Poly Tour HS 125 1.30,1,42,14,42,28,28,28,42,32,
Topspin Cyber Whirl Blue 1.24,1,1,42,14,14,28,14,42,10,
Discho Silver Speed 1.25,1,1,14,42,14,14,42,1,6,
Discho Poly Premium 1.30,1,28,14,28,42,42,42,28,22,
Sportastic Crazy Blue 1.23,1,1,14,28,28,28,14,42,22,
Boris Becker Sensor 16L,1,42,28,28,28,42,28,1,16,
Gamma Gut 1 15L,1,14,42,42,42,14,42,42,4,
Polyfibre Hexablade 1.18,1,28,14,28,42,42,42,28,42,0.00
Prince Beast Attack Hybrid 17,1,42,28,28,28,28,14,28,22,2.58
Ardor Sports On Fire Blue 1.25,1,42,14,14,14,28,28,14,16,
Polyfibre TP Select 1.30,1,1,42,14,14,28,42,14,6,2.25
Yonex Poly Tour HS 130 16,1,42,14,42,28,28,28,42,28,4.44
Alpha Tenacity 16,1,42,14,42,42,28,42,42,6,2.00
Yonex ATG 850 1.30,1,28,42,14,14,14,14,28,16,
Discho Ion Super Soft 1.20,1,28,14,14,28,28,42,14,18,
Ardor Sports On Fire Black 18,1,1,14,42,14,1,42,28,8,
Proteus Tour A-Bomb 18,1,1,14,28,28,28,28,42,18,
Artengo TA Feel 16,1,14,42,28,42,28,42,42,28,
MSV Hybrid Focus / Focus Hex 1.23/1.18,1,14,42,42,28,14,28,14,2,
MSV Hybrid Focus Hex / Focus 1.23/1.18,1,42,28,28,28,28,42,28,26,
Yonex Tough Brid 125 1.25/1.33,1,14,14,14,14,28,14,28,14,
Signum Pro Twister 1.20,1,42,14,42,14,42,42,42,10,
Babolat Pro Hurricane Tour 1.30,1,42,28,14,14,42,28,42,18,1.62
DW Super 1.35,1,1,42,14,14,14,14,14,2,
Prince Beast Attack Hybrid 16,1,1,28,28,14,14,28,28,20,2.42
MRS Tour Polyester 1.23,1,1,14,28,14,14,28,28,18,
Gamma Dura Spin w/WG 15L,1,42,28,28,42,14,42,1,42,
Discho Spin Bite 1.25,1,14,14,14,42,42,14,28,12,
Discho Magic Seven 1.25,1,14,28,28,28,42,42,42,20,
Polystar Hybrid Energy/Profile 1.25,1,42,14,28,28,14,28,14,18,
Polyfibre Hightec Premium 1.15,1,42,28,14,14,14,42,42,6,0.90
Toalson Neo Natural Tour Max 130 1.30,1,1,28,28,14,14,14,28,14,
Performaxx Touch 1.30,1,42,28,28,42,42,14,1,22,
Völkl V-Fuse 17,1,14,28,14,14,28,14,14,18,1.13
Klipper Neon Synthetic Gut 15L,1,14,42,28,28,28,14,28,20,
Pro's Pro Hexaspin / Plus Power 1.30/1.28,1,14,42,14,14,14,28,14,10,
Pro's Pro Dura Ace 1.20,1,14,14,42,14,28,14,42,4,
Performaxx SilverFox 17L,1,14,14,28,28,42,14,14,16,0.57
Tecnifibre Ruff Code 1.30,1,42,14,28,14,28,28,42,22,
Pacific Orange Bull Fiber 1.30,1,14,28,28,42,42,14,28,28,
Babolat N.Vy 16,1,28,28,14,14,14,42,14,4,-0.86
Völkl V-Maxx 18/17,1,14,28,28,14,42,42,42,12,1.70
Still in Black Resistretch 1.20,1,28,28,14,42,28,14,14,24,2.83
Polystar Classic 1.25,1,28,42,28,28,28,28,28,24,
Signum Pro Poly Deluxe Red 1.22,1,14,28,42,28,42,14,42,14,
TennisWeb Pro Twister 1.28,1,14,14,14,14,14,28,14,16,
TennisWeb Plasma Spin 1.28,1,28,14,14,28,42,14,14,16,
TennisWeb Plasma Force 1.25,1,14,28,14,14,28,42,14,16,
Solinco Pro Stacked 16,1,1,14,28,14,28,42,14,6,
Performaxx X-High Tension 1.25,1,42,28,28,42,42,42,14,18,
Discho Superdurance Nova 1.30,1,14,14,14,28,28,42,14,16,
Kirschbaum Helix 1.30,1,1,42,28,14,14,14,1,10,
Xtennis Big Booster Evolution 3 1.25,1,28,14,42,14,14,28,28,24,
ThunderStrings Storm 1.30/1.20,1,42,28,28,28,14,28,42,30,4.78
Gaucho Classic Natural Gut 16,1,42,42,14,42,42,28,28,28,
Discho Black Mamba Gear 1.21,1,1,42,14,42,14,14,42,6,
Yonex Tough Brid 130 1.30/1.41,1,42,14,42,42,28,14,14,22,
Pro's Pro Concept 1.30,1,14,14,42,42,14,28,14,12,
Target Concept 3 HLX Twisted 1.23,1,14,14,14,14,28,14,14,12,
Signum Pro Ultra Power SF 1.38,1,28,14,14,14,14,42,14,14,2.22
ThunderStrings Qu4ttro 1.25,1,42,14,14,28,14,14,14,14,
Head C³ Rocket 17,1,1,28,14,42,28,42,42,10,1.08
Völkl V-Feel 17,1,42,42,14,14,42,42,14,6,
Extreme-Tennis Pure Twist 1.30,1,14,42,28,14,42,28,14,14,
Xtennis Twister Triangle Black 16L,1,14,14,28,28,14,28,14,20,
Performaxx Touch Pro 1.25,1,14,28,42,42,42,14,42,22,
Babolat Hybrid Pro Hurricane Tour + Hurricane Feel 17/17,1,1,14,28,42,42,42,42,18,
Tyger Magno 1.30,1,42,42,28,14,42,42,42,6,
Zons Polymo Hexplosion 1.23,1,14,14,28,14,14,14,28,18,
Discho Iontec 1.30,1,42,14,42,42,14,14,42,6,
Discho Black Mamba 1.28,1,42,14,28,14,42,28,14,20,
Pro Supex Maxim Touch 17,1,42,14,28,42,42,14,42,26,
Forten Pro Select 17,1,28,14,42,14,14,28,28,24,
Unique Tourna Poly Big Hitter Silver 17L,1,14,14,28,14,14,28,28,20,2.90
Toalson Asterisk 1.25,1,1,14,14,14,28,14,42,10,
Topspin Cyber Twirl Blue 1.27,1,28,42,14,28,42,28,28,18,
Match Pro Clay-Power 1.25,1,14,14,14,14,42,42,14,6,
Target Concept 3 Blue Gear White 1.23,1,42,42,28,42,42,28,14,42,
Tennisoutlet Black Spider 1.20,1,42,14,14,42,28,14,42,10,
Pro's Pro Gut Power 1.40,1,14,28,42,42,42,42,42,18,
Pro's Pro Vendetta 1.25/1.20,1,1,28,14,28,42,28,14,22,
Pro Kennex IQ Poly XT 17,1,14,14,42,14,14,42,28,4,-0.67
ThunderStrings Titanium Pro 1.25,1,42,14,42,42,28,28,42,34,
Prince Hybrid Spin EXP 18/17,1,14,14,28,28,28,14,28,18,2.00
Gamma Zo Ice 16,1,1,14,14,14,14,42,1,4,-0.75
Performaxx Touch 1.25,1,42,28,28,42,42,14,28,26,
WaveTennis Curler 16,1,1,14,28,14,28,42,42,8,
Titan Natural Gut 17,1,42,28,28,28,28,42,1,10,0.78
Unique Tourna Poly Big Hitter Blue 1.30,1,28,14,28,42,42,14,14,20,4.14
Prince EXO3 Glory 1.20,1,1,28,42,42,14,14,1,8,
Alpha Gut 2000 18,1,28,14,14,14,14,42,42,4,1.00
Dunlop Explosive Synthetic 1.25,1,14,14,28,28,28,42,14,18,
Forten Intimidator 16,1,28,28,42,14,14,14,28,2,
Discho Tour Spin 1.25,1,14,14,28,14,28,28,28,22,
Tecnifibre TGV Biphase 16,1,14,28,28,28,42,14,28,26,2.74
Signum Pro Tornado/Plasma Pure 1.17/1.28,1,1,14,28,28,14,28,14,18,
Bow Brand Micro Tournament 17,1,1,28,14,14,28,14,42,14,
Tyger Pro Titanium 1.38,1,14,42,14,42,42,42,42,42,
Tyger XTRM 1.30,1,42,14,14,14,28,42,42,10,
Tyger Pro Zeo 1.34,1,28,42,14,14,42,14,42,2,
Toalson Cyberblade Tour Dual Poly-X 130 1.30,1,28,14,42,14,28,42,42,12,
Gamma TNT2 Prodigy 17,1,28,28,14,42,28,42,28,18,2.00
Wilson [K] Gut Pro 1.28,1,42,28,42,42,42,42,28,26,1.72
Pacific Silver Select TouchGut 16,1,42,28,14,42,42,42,14,20,
Match Pro Fluo-Red 1.27,1,1,28,14,14,42,42,42,8,
Isospeed Axon mono/multi Hybrid 1.25/1.25,1,14,42,28,14,14,14,14,14,
Extreme-Tennis CO3 1.25,1,28,42,42,28,42,14,28,26,
Pro's Pro Powercable 1.30,1,42,42,28,28,14,42,1,4,
Pro's Pro Hy-Brid H3 1.25/1.30,1,14,14,14,42,28,28,1,16,
Alpha Ultra Spin Solid Core 15L,1,42,42,42,42,42,14,14,10,
Target Concept 3 Blue Gear 1.23,1,14,14,42,42,14,42,28,2,
Tiplop Natural Gut 16L,1,14,14,42,28,28,14,14,22,
Babolat VS Tonic+ Ball Feel 1.35,1,42,28,28,42,42,42,28,24,1.36
Völkl V-Icon 17,1,42,28,42,42,28,14,14,24,0.97
Toalson Rencon 120 1.20,1,28,42,14,14,14,42,14,42,
Gamma Live Wire Professional Spin 16,1,42,14,28,14,14,14,42,12,0.85
Dunlop Gutech Plus 17,1,42,14,42,14,14,28,42,2,
Signum Pro Poly Fiber Titan 1.25,1,42,42,14,42,14,14,28,4,
Signum Pro Tornado/Hyperion 1.29/1.18,1,42,42,14,42,14,14,14,8,
Topspin Cyber Whirl Pentagonal Clay 1.27,1,28,14,14,14,14,28,14,18,
Zons Polymo Tour 16L,1,14,14,14,14,14,14,42,8,
Völkl Gripper 16,1,28,28,14,28,28,28,1,14,1.43
Epsilon Poly-Gut 1.30,1,14,14,42,14,28,42,42,10,
Challenger Dynaflex 1.18,1,42,42,28,14,42,14,28,2,
Challenger Venturi 1.25,1,14,28,14,42,28,14,28,6,
Isospeed Pulse (For Players Only) 1.20,1,1,28,14,28,14,28,14,14,
Pro's Pro Hy-Brid H1 1.25/1.30,1,1,14,14,14,28,14,42,12,
Alpha Hardcourt SG 17,1,14,42,14,14,28,28,14,18,
Pacific PMX 1.23,1,28,14,14,28,42,28,14,8,0.79
Babolat Hybrid Pro Hurricane + Conquest 1.30/1.30,1,28,28,28,14,42,28,28,22,
Gamma Asterisk 17,1,42,42,14,28,28,42,42,16,1.53
Alpha Synthetic Gut MXT 17,1,42,42,28,28,28,42,42,6,1.80
Toalson Synthetic 130 16,1,14,14,42,14,42,14,14,10,
Tecno-Pro Pro Tec 1.32,1,1,28,14,28,14,14,1,14,
Mutual Power Precision 16,1,14,14,14,14,14,42,14,12,2.13
Gamma Synthetic Gut w/WG 15L,1,42,28,42,14,42,42,14,20,7.73
Tyger Pro Tournament 1.30,1,14,14,14,14,14,42,14,4,
Prince Twisted 16L,1,14,42,14,42,14,14,14,6,-1.00
Babolat Revenge 1.30,1,1,14,14,14,14,28,14,14,1.18
Target Concept 3 Blue Gear White 1.28,1,14,14,42,42,42,28,14,10,
Spinfire Ignition 17,1,1,42,14,14,42,14,28,10,
Xtennis Match Play 15L,1,14,14,14,14,42,42,14,2,
Topspin Pure Concept 1.29,1,28,14,14,14,42,14,28,16,
Oehms Co-Poly Gen III Blue 1.30,1,28,42,14,42,14,42,42,4,
Topspin Cyber Whirl Pentagonal Clay 1.24,1,14,42,28,28,42,42,28,20,
Unique Tournafiber Synthetic Gut 16,1,42,42,14,42,14,42,14,6,1.80
Tenserv Power 1.35,1,28,28,42,14,14,14,28,18,
Babolat XCel Power 17,1,42,42,42,42,42,42,42,42,
Rucanor Hy-O-Sheep PS-40 15L,1,14,28,28,28,28,28,42,28,
Gamma Infinity 15L/15L,1,42,14,28,28,14,42,42,8,1.22
Oehms True Grip 1.20,1,14,14,42,28,14,14,1,8,
Pro's Pro Red Devil/Synthetic 135 1.24/1.35,1,42,42,14,14,14,28,14,42,
Gamma Asterisk Tour 17,1,42,42,14,28,28,42,14,8,0.65
Centrix Demon Polyester 1.29,1,28,14,28,14,14,28,28,18,
Prince Premier LT 18,1,14,14,28,28,28,42,14,18,1.86
B.E. Polypower Original Classic 1.25,1,42,42,42,28,28,42,14,6,
Rex Professional Magic Fiber 1.35,1,14,14,28,28,28,14,14,16,
Dunlop Plus Allround 1.25,1,1,42,42,14,14,42,1,42,
Gosen OG-Sheep Tungsten VL 16,1,1,14,14,42,42,42,14,2,0.39
Silent Partner Filament Frenzy 16,1,14,14,14,14,28,42,14,2,0.38
Penta Synthetic Gut 16L,1,1,42,28,28,14,42,14,8,
Kingame Master Team 1.30,1,14,14,14,14,14,14,14,14,
Wilson Enduro Tour 18,1,14,14,14,14,14,28,42,14,1.67
Tennisoutlet Nice Slice (No. 4) 1.30,1,28,14,28,42,28,14,28,26,
Kirschbaum Touch Turbo 1.20,1,14,28,14,14,14,14,28,18,3.25
Target Concept 3 Blue Gear White 1.19,1,42,28,28,42,14,14,1,12,
Signum Pro Plasma HEXtreme / Plasma HEXtreme Pure 1.25/1.20,1,14,42,42,14,42,42,14,18,
Toalson Synthetic Tournament 16,1,42,14,28,28,14,14,42,10,
Spinfire Ignition 16L,1,28,14,14,42,42,42,14,10,
Target TriSpin Twinflex 1.33,1,28,42,14,42,42,14,1,8,
Gamma Challenger 17,1,42,14,28,42,42,28,42,22,
Tyger Zeo 1.30,1,1,14,42,42,14,42,42,4,
TOW Energy 1.38,1,1,14,42,14,14,42,42,2,
Discho Power Force 1.18,1,28,42,42,42,42,42,42,4,
Xtennis Power 1.30,1,14,14,42,42,42,14,42,30,
Xtennis Z-Clone 1.28,1,28,42,28,14,14,42,42,30,
Signum Pro Plasma HEXtreme Pure / Plasma Pure 1.20/1.18,1,42,42,14,42,42,14,1,10,
Pacific Power Hex 16,1,14,28,14,42,42,14,28,2,
Pro's Pro Gold Power 1.28,1,14,14,14,28,14,42,14,14,
Prince Perfection 16,1,42,42,28,42,14,42,28,16,1.92
Discho Spin Monster 1.25,1,14,14,42,42,14,28,42,2,
Discho Pit Bull 1.20,1,42,28,14,14,14,28,14,16,
Gamma Zo True 18,1,42,42,14,42,42,28,14,4,0.48
Bow Brand Championship Natural Gut 17,1,28,14,28,42,14,42,42,10,0.61
Comido Poly Power 1.35,1,14,42,14,14,14,28,42,24,
Ashaway Liberty 15,1,14,42,28,28,28,28,14,16,
Discho Red Fire 1.28,1,42,14,42,14,14,14,14,2,
Pro's Pro Hexaspin / Super Power 1.25/1.30,1,28,14,14,42,42,28,14,14,
Polyfibre Viper / Cobra 1.20,1,42,42,42,42,42,14,42,26,
Polyfibre Cobra / Viper 1.20,1,42,28,28,42,42,28,42,30,
Jadee Ultra Power Gold 1.30,1,14,14,28,28,28,42,14,14,
Pacific Tournament Pro Gut Blue Spiral 1.30,1,28,28,42,42,42,14,1,20,
Signum Pro Poly Power 1.35,1,42,14,14,14,42,14,1,14,
MSV Hybrid Technora-Focus 1.10/1.18,1,14,14,42,14,14,28,42,24,
Wilson Reaction 1.20,1,42,42,14,42,14,42,1,2,-0.29
Klip Blast 1.27/1.30,1,14,28,42,14,28,14,14,8,-1.38
Prince Perfection Control 16,1,28,42,42,14,42,28,28,20,3.74
Gosen OG-Sheep Micro 15L,1,42,14,14,14,42,28,28,10,-3.50
Dunlop Max Touch 17,1,28,42,28,42,42,14,28,32,5.11
WeissCANNON SuperCable 1.35,1,42,14,42,14,14,42,42,6,
Pro's Pro Aramid Power 1.30,1,14,42,42,42,42,42,28,6,
WeissCANNON Repulse 1.13,1,42,42,14,14,14,28,1,4,
Atlanta Tournament 1.30,1,14,28,28,28,28,42,28,18,
Cap Sport Maxiplay 16,1,42,42,14,28,28,14,42,12,
Pro Supex Premier Ace 16L,1,28,14,42,42,28,28,42,20,
RAJ Poly-Top Titan 1.25,1,42,28,14,28,28,14,42,2,
Dunlop Match 1.35,1,28,14,42,14,42,42,28,2,
MIG Polyspeed 1.30,1,42,14,42,42,42,28,42,6,
Boris Becker B-Xtreme 17,1,42,14,28,14,42,14,42,28,
Cordatec Speed 1.38,1,28,42,28,42,1,42,42,20,
Dunlop Match 1.30,1,42,14,28,28,28,42,42,14,
MRS Topspin Polyester 1.33,1,42,14,42,42,14,28,42,4,
Discho Big Blue 1.25,1,1,14,28,14,14,28,28,18,
Pro's Pro Hexaspin / Prodigy 1.30/1.29,1,28,28,28,14,28,14,42,20,
Pro's Pro Cyber Power/Tristar 1.25/1.30,1,42,14,14,14,28,14,42,12,
Kneissl Polytech 16,1,14,14,14,28,28,42,28,18,
Klip Kicker 16,1,42,14,42,14,14,42,14,8,2.20
Pro Supex Poly Power Soft 1.25,1,42,42,28,28,28,14,28,18,
Babolat R200C 1.25,1,14,14,28,14,42,14,42,12,
Tenserv Radial 1.20,1,1,14,14,14,14,42,42,4,
Alpha Hardcourt SG 16,1,14,28,28,42,42,42,42,12,
Pacific Tournament Pro Gut 1.30,1,28,42,28,42,14,42,14,16,
Polyfibre TCS/PHT 1.20/1.25,1,42,42,28,28,28,28,28,32,
DW Synthetique 1.35,1,14,14,42,42,14,14,42,42,
Xception Technologies Master Piece 1.35,1,1,28,28,28,28,28,28,24,
Polyfibre Duragut 1.30,1,14,14,14,42,14,14,28,14,
Keller Sports Grip Extreme 1.27,1,42,42,14,14,42,28,42,8,
Golden Set Synthetic Gut 16,1,28,42,14,14,14,42,14,8,
Mutual Power Dura Plus Gold 16,1,14,28,14,14,14,14,14,16,
Klipper Power-Burst 1.25,1,28,14,14,42,42,28,14,10,1.40
Mutual Power Spin Power 16,1,14,14,14,42,14,28,42,12,3.41
Klipper Tournament Nylon 15L,1,14,14,14,14,42,14,14,4,
Gamma Zo True 17,1,1,14,28,28,28,28,1,18,2.06
MSV Hybrid Technora / Spin Plus 1.10/ 1.30,1,14,14,28,28,14,28,28,22,
Pacific Space Power TX 17,1,42,14,14,28,28,42,14,14,
Forten Synthetic Gut 16,1,14,14,14,14,42,28,42,12,
Babolat Powerspeed 1.25/1.30,1,14,28,28,28,42,42,14,8,
Tecnifibre Spinfire Maxi Power 16,1,28,14,28,14,28,42,28,26,3.36
Tecnifibre TGV Biphase 15L,1,1,14,14,28,42,42,42,14,1.48
Golden Set Poly 16L,1,42,42,42,42,14,28,42,12,
Signum Pro Synthetic Gut SF 1.30,1,14,42,14,14,14,14,42,6,
Astis Topspin Duracon Aire Carbon 1.37,1,1,42,42,14,28,42,1,6,
Isospeed Hybrid Control 1.25,1,42,42,28,28,42,28,42,12,
Luxilon Big Banger Ti-Mo Hybrid 17/18,1,28,42,28,28,42,28,42,42,
Babolat Razor Spin 16,1,14,14,42,42,42,14,1,2,-0.60
Tecnifibre TS 60 1.30,1,42,42,14,42,14,14,28,12,8.50
Top-Tennis Vertigo 1.15,1,42,42,42,14,14,28,28,18,
Unique Tournafiber Spin Plus 16,1,42,14,14,14,14,42,42,4,1.00
Top-Tennis Twin Force 1.25/1.30,1,42,42,28,28,28,28,42,16,
Pro Kennex IQ Qualifier 16,1,14,42,14,28,14,14,14,10,1.47
Enduro Hybride Reflexe 1.28/1.30,1,14,42,28,42,14,42,28,12,
Gamma Challenger 16,1,28,42,14,42,28,42,42,10,
Forten Dual Force 16,1,14,42,14,14,14,42,14,10,
Wilson NXT Duo 17/16,1,42,42,14,28,28,42,42,4,0.50
Pro Zone Poly Ice 18,1,14,14,14,14,14,14,14,14,
Wilson Natural Gut 15L,1,42,42,42,42,42,28,42,34,1.40
Topspin Cyber Blue Sence 1.25/1.32,1,42,42,28,42,14,14,1,4,
Topspin Cyber Sence 1.25/1.32,1,14,42,28,42,42,14,1,4,
RAJ Poly-Twist 1.20,1,28,28,14,28,14,42,14,10,
Wilson Extreme Synthetic Gut 1.35,1,14,42,14,28,28,14,14,12,4.25
Gamma Synthetic Gut w/WG 17,1,42,42,14,14,14,14,42,8,2.93
Pacific Powerline 17,1,42,42,14,14,42,42,14,8,1.10
Pacific PMX 16,1,14,28,28,42,42,1,14,20,2.07
Eagnas Poly Nova 16,1,42,42,14,14,28,14,42,2,0.60
Gamma Zo Life 16L,1,42,28,28,28,42,14,28,30,3.58
Outfitter Xenon Poly Soft 1.25,1,42,42,42,14,28,42,1,6,
Astis Gel Powerlast 1.30,1,42,14,14,42,42,14,14,14,
Tecnifibre Overlast 1.42,1,28,14,42,14,14,1,42,2,
Mutual Power Semi-Gut 16,1,14,14,14,14,14,42,14,12,2.12
Pro Supex Poly Control 1.20,1,28,42,28,28,14,28,42,24,
Blue Star Fibergut 16 16,1,42,42,42,42,42,14,42,2,
Gosen Hexagon 16,1,42,42,42,14,1,28,42,2,
Boris Becker B-Strong 16,1,42,42,14,42,42,42,42,2,
Forten Sweet Aramid 16/17,1,42,14,14,42,42,14,28,16,
Gamma TNT2 Fusion Plus 16/16,1,42,14,42,14,42,14,28,4,0.50
racketservice.de Techno Ace 16,1,42,28,14,14,28,14,14,12,
Polyfibre Enduro 1.25,1,14,14,14,14,14,42,14,4,
Head Protector 16,1,28,28,28,28,42,42,14,30,
RAJ Techno Ace Nova 1.35,1,1,28,28,28,42,42,14,20,
MSV Hybrid Focus Hex / Spin Plus 1.10/1.30,1,28,14,28,14,42,28,14,18,
Oehms Co-Poly Gen III Orange 1.18,1,1,14,14,14,14,42,1,4,
Top-Tennis Crossfire 1.23,1,14,14,14,28,14,42,28,16,
Gamma ESP 17,1,14,14,28,28,14,14,14,18,1.86
Polyfibre Titanium 1.35,1,14,42,42,14,28,42,14,10,
Artengo Power Gut 1.35,1,14,14,42,28,14,28,1,12,
Tennisoutlet Triple Spin (No. 3) 1.30,1,1,28,14,14,42,42,1,14,
Klip Detonator 18/17,1,42,28,28,14,14,28,28,20,2.42
German Gut German Natural Gut 16,1,14,28,14,14,28,42,42,10,
Babolat VS Control 1.30,1,1,28,28,28,42,42,1,18,0.76
Klip X-plosive 16/16,1,14,14,28,14,42,14,14,10,0.70
Tecnifibre X-One Biphase/Spinfire 1.24/1.20,1,14,14,14,28,28,28,14,16,
Polyfibre PF Syngut 1.35,1,14,42,42,14,28,42,14,6,
Tecnifibre Flex Gut Power 1.35,1,28,28,28,28,28,42,14,22,
Völkl V-Xplosion 1.28,1,14,42,1,14,14,14,14,6,
Target Concept 3 Fire Competition 1.22,1,1,28,28,28,14,42,28,20,
MSV Kevlar NRT 1.30,1,42,14,14,28,42,42,42,2,
Babolat Hybrid Pro Hurricane + Attraction 1.25/1.25,1,14,28,28,42,28,28,28,22,
Klip Detonator 17/16,1,28,14,42,14,42,14,42,16,1.92
WaveTennis White Shark 1.30,1,28,28,28,42,42,28,14,30,
Winner Corde 130 1.30,1,42,28,28,42,42,14,14,24,
Xception Technologies Passion 1.20,1,28,42,14,42,42,42,14,14,
Gosen Synthetic Micro Hard 16,1,14,14,28,14,28,14,28,20,
Yonex Tournament 50 16L,1,14,14,14,28,28,42,14,16,4.60
Winner Corde 125 1.25,1,42,28,28,42,42,14,14,24,
Kirschbaum Natural Gut 1.25,1,14,28,28,42,42,14,1,20,
Babolat ZF PowerTwist 15,1,42,42,42,14,14,14,42,6,
Wilson W Reflection 16,1,1,14,1,28,42,42,42,12,1.48
Silent Partner Headspin 15L,1,14,42,42,42,28,14,14,10,2.81
Centrix Demon Polyester Fire 1.25,1,14,14,42,42,14,28,28,10,
Agripp AG Plus 1.35,1,14,14,42,14,42,14,14,2,
Gamma TNT2 Prodigy 16,1,42,14,14,42,42,42,14,14,1.54
Tecnifibre Multifeel 15L,1,42,28,14,28,42,42,1,10,1.56
Toalson Synthetic 140 Soft 15L,1,42,14,42,28,28,14,14,20,
Astis Gel Control 1.30,1,28,28,28,28,28,42,28,24,
Isospeed Hybrid 16/17,1,1,28,28,28,14,28,42,18,
Gamma Marathon DPC 16,1,14,42,28,28,42,14,42,18,3.25
RAJ Poly Power 1.15,1,1,14,14,42,14,42,1,2,
Yonex Tough Brid 130 1.30/1.35,1,14,42,42,14,28,42,42,4,
Pacific ToughGut 16,1,14,28,42,42,42,42,28,34,1.63
Tecnifibre TGV Biphase 15,1,42,42,14,14,28,14,14,10,1.04
Silent Partner Ultimatum 18,1,28,14,28,42,28,28,28,20,5.80
MRS Tour Polyester 1.18,1,28,14,28,14,14,14,28,20,
Dunlop Premium PU Natural Gut 1.30,1,42,28,28,42,42,42,42,20,
Pacific Hexa-String 1.30,1,28,42,14,28,42,28,14,22,
Babolat Hybrid Pro Hurricane + Attraction 1.30/1.30,1,28,28,42,42,28,42,14,10,
Alpha Viper MXT 16,1,14,42,28,14,42,14,42,6,1.12
Grand Slam Gut Super-Power 16,1,28,14,14,14,28,14,42,8,0.65
Klip Armour Pro 16,1,14,28,28,28,42,42,42,26,1.12
MSV Synthetic Gut Synergy 1.35,1,1,28,14,14,28,14,14,16,
Pacific Poly Basic 1.35,1,42,42,14,14,42,14,42,42,
Toalson Synthetic Tournament 15L,1,14,14,14,42,14,28,42,12,
Signum Pro Poly Megaforce 1.34,1,42,28,14,42,42,14,28,18,2.89
racketservice.de Lightning Powerfoil 1.30,1,14,14,42,42,28,14,42,10,
Völkl BB Energy String 16,1,28,42,14,14,42,14,42,16,
Kirschbaum Natural Gut 1.33,1,28,14,28,28,28,42,28,28,
Target Precision Spin XT 1.30,1,14,42,14,42,28,42,42,20,
Isospeed Base Line 1.30,1,14,42,42,28,14,14,14,18,
Gamma Stinger 16/17,1,14,14,28,28,28,28,14,22,
Signum Pro Plasma HEXtreme/Poly Plasma 1.30/1.23,1,28,42,28,28,14,42,14,22,2.58
Gosen OG-Sheep Rectangle 16L,1,42,42,14,14,28,28,14,14,
Vollmer Boris Becker Super String 16,1,42,14,14,28,42,42,14,8,
Bow Brand Zyex Super Pro 16,1,28,14,42,42,28,42,42,10,
Gamma Natural Gut Tour 17,1,1,28,28,28,42,28,1,22,1.03
Pro Zone Dura Synchro Fibre 16/16,1,42,42,42,14,42,42,42,26,
Prince Synthetic Gut DF 1.35,1,14,14,28,14,42,14,28,16,5.75
Target Precision XT 1.25,1,42,28,42,28,42,42,42,38,
Babolat ATP Tour Team 15L,1,42,14,28,14,42,28,14,14,
Rex Professional Supreme Touch 1.25,1,1,28,14,14,14,28,14,12,
Rex Professional Synthetic Gut Super 1.30,1,1,14,14,14,28,42,28,14,
Toalson Zyex 16,1,1,28,42,14,14,14,1,2,
Rex Professional Super Synthetic 1.35,1,1,42,14,14,14,42,28,10,
Fischer Pro Classic 1.36,1,28,14,28,14,28,14,28,22,
Pro's Pro Color Line 1.38,1,14,42,14,14,14,42,42,4,
Tecnifibre TGV 1.40,1,42,14,14,14,42,14,28,8,
Völkl Power-Fiber II 18,1,28,28,14,14,42,42,42,4,0.46
Bow Brand Synthetic Gut 16,1,14,14,28,28,28,42,42,14,
Fischer Performance Club 16,1,1,14,42,28,14,14,42,10,
Forten Thin Blend 18/17,1,28,28,28,14,14,28,28,12,2.96
Toalson Leoina UFO 15L,1,42,14,14,14,28,14,14,20,
Signum Pro Plasma Blend 1.28/1.30,1,1,28,28,14,28,28,42,24,
Epsilon Kevlon III 16,1,42,14,14,42,42,42,28,14,
Tennis 4u All Star 1 1.40,1,42,14,42,28,14,42,28,18,
Tennis 4u All Star 3 1.30,1,28,14,14,28,28,14,42,18,
Bow Brand Super Eternyl 15L,1,1,28,42,14,28,28,14,12,
Polyfibre Hightec Premium 1.30,1,14,42,42,28,42,42,14,12,1.70
Pro's Pro Blast 1.30,1,14,28,14,28,42,28,14,24,
Prince Attitude 16,1,42,42,14,28,28,14,42,30,10.75
Gamma Zo Pro 16L/16,1,1,14,28,28,28,28,28,22,
Fischer Tempo Spin 1.30,1,14,42,14,14,42,14,42,4,
Target Spin Power Plus 1.40,1,42,42,14,42,42,42,42,8,
M-Tech Poly String 1.30,1,14,28,28,14,42,42,14,6,
Pro's Pro Poly Nova Crystal 1.30,1,42,14,14,28,42,42,14,6,
Yonex Twin Power 50 16,1,42,42,14,14,42,42,42,22,
